"","fips","county","candidate","votes"
"15906","28071","Lafayette","Mitt Romney for President and Paul Ryan for Vice President, Republican",11075
"15912","28073","Lamar","Mitt Romney for President and Paul Ryan for Vice President, Republican",19101
"15918","28075","Lauderdale","Mitt Romney for President and Paul Ryan for Vice President, Republican",18700
"15924","28077","Lawrence","Mitt Romney for President and Paul Ryan for Vice President, Republican",4192
"15930","28079","Leake","Mitt Romney for President and Paul Ryan for Vice President, Republican",4863
"15936","28081","Lee","Mitt Romney for President and Paul Ryan for Vice President, Republican",22415
"15942","28083","Leflore","Mitt Romney for President and Paul Ryan for Vice President, Republican",3587
"15948","28085","Lincoln","Mitt Romney for President and Paul Ryan for Vice President, Republican",10839
"15954","28087","Lowndes","Mitt Romney for President and Paul Ryan for Vice President, Republican",13518
"15960","28089","Madison","Mitt Romney for President and Paul Ryan for Vice President, Republican",28507
"15966","28091","Marion","Mitt Romney for President and Paul Ryan for Vice President, Republican",8237
"15972","28093","Marshall","Mitt Romney for President and Paul Ryan for Vice President, Republican",6473
"15978","28095","Monroe","Mitt Romney for President and Paul Ryan for Vice President, Republican",9723
"15984","28097","Montgomery","Mitt Romney for President and Paul Ryan for Vice President, Republican",2947
"15990","28099","Neshoba","Mitt Romney for President and Paul Ryan for Vice President, Republican",7837
"15996","28101","Newton","Mitt Romney for President and Paul Ryan for Vice President, Republican",6394
"16002","28103","Noxubee","Mitt Romney for President and Paul Ryan for Vice President, Republican",1325
"16008","28105","Oktibbeha","Mitt Romney for President and Paul Ryan for Vice President, Republican",8761
"16014","28107","Panola","Mitt Romney for President and Paul Ryan for Vice President, Republican",7629
"16020","28109","Pearl River","Mitt Romney for President and Paul Ryan for Vice President, Republican",17549
"16026","28111","Perry","Mitt Romney for President and Paul Ryan for Vice President, Republican",4137
"16032","28113","Pike","Mitt Romney for President and Paul Ryan for Vice President, Republican",8181
"16038","28115","Pontotoc","Mitt Romney for President and Paul Ryan for Vice President, Republican",9448
"16044","28117","Prentiss","Mitt Romney for President and Paul Ryan for Vice President, Republican",7075
"16050","28119","Quitman","Mitt Romney for President and Paul Ryan for Vice President, Republican",1116
"16056","28121","Rankin","Mitt Romney for President and Paul Ryan for Vice President, Republican",48444
"16062","28123","Scott","Mitt Romney for President and Paul Ryan for Vice President, Republican",6089
"16068","28125","Sharkey","Mitt Romney for President and Paul Ryan for Vice President, Republican",737
"16074","28127","Simpson","Mitt Romney for President and Paul Ryan for Vice President, Republican",7424
"16080","28129","Smith","Mitt Romney for President and Paul Ryan for Vice President, Republican",6049
"16086","28131","Stone","Mitt Romney for President and Paul Ryan for Vice President, Republican",5420
"16092","28133","Sunflower","Mitt Romney for President and Paul Ryan for Vice President, Republican",2929
"16098","28135","Tallahatchie","Mitt Romney for President and Paul Ryan for Vice President, Republican",2499
"16104","28137","Tate","Mitt Romney for President and Paul Ryan for Vice President, Republican",7332
"16110","28139","Tippah","Mitt Romney for President and Paul Ryan for Vice President, Republican",6717
"16116","28141","Tishomingo","Mitt Romney for President and Paul Ryan for Vice President, Republican",6133
"16122","28143","Tunica","Mitt Romney for President and Paul Ryan for Vice President, Republican",883
"16128","28145","Union","Mitt Romney for President and Paul Ryan for Vice President, Republican",8498
"16134","28147","Walthall","Mitt Romney for President and Paul Ryan for Vice President, Republican",4051
"16140","28149","Warren","Mitt Romney for President and Paul Ryan for Vice President, Republican",10457
"16146","28151","Washington","Mitt Romney for President and Paul Ryan for Vice President, Republican",5651
"16152","28153","Wayne","Mitt Romney for President and Paul Ryan for Vice President, Republican",6111
"16158","28155","Webster","Mitt Romney for President and Paul Ryan for Vice President, Republican",3992
"16164","28157","Wilkinson","Mitt Romney for President and Paul Ryan for Vice President, Republican",1415
"16170","28159","Winston","Mitt Romney for President and Paul Ryan for Vice President, Republican",5168
"16176","28161","Yalobusha","Mitt Romney for President and Paul Ryan for Vice President, Republican",3276
"16182","28163","Yazoo","Mitt Romney for President and Paul Ryan for Vice President, Republican",4941
"16190","30001","Beaverhead","MITT ROMNEY",3289
"16193","30003","Big Horn","MITT ROMNEY",1667
"16196","30005","Blaine","MITT ROMNEY",1178
"16199","30007","Broadwater","MITT ROMNEY",2152
"16202","30009","Carbon","MITT ROMNEY",3533
"16205","30011","Carter","MITT ROMNEY",678
"16208","30013","Cascade","MITT ROMNEY",18345
"16211","30015","Chouteau","MITT ROMNEY",1758
"16214","30017","Custer","MITT ROMNEY",3373
"16217","30019","Daniels","MITT ROMNEY",740
"16220","30021","Dawson","MITT ROMNEY",3029
"16223","30023","Deer Lodge","MITT ROMNEY",1448
"16226","30025","Fallon","MITT ROMNEY",1128
"16229","30027","Fergus","MITT ROMNEY",4257
"16232","30029","Flathead","MITT ROMNEY",28309
"16235","30031","Gallatin","MITT ROMNEY",24358
"16238","30033","Garfield","MITT ROMNEY",622
"16241","30035","Glacier","MITT ROMNEY",1415
"16244","30037","Golden Valley","MITT ROMNEY",351
"16247","30039","Granite","MITT ROMNEY",1107
"16250","30041","Hill","MITT ROMNEY",3164
"16253","30043","Jefferson","MITT ROMNEY",4055
"16256","30045","Judith Basin","MITT ROMNEY",854
"16259","30047","Lake","MITT ROMNEY",7135
"16262","30049","Lewis and Clark","MITT ROMNEY",16803
"16265","30051","Liberty","MITT ROMNEY",702
"16268","30053","Lincoln","MITT ROMNEY",6057
"16271","30057","Madison","MITT ROMNEY",3130
"16274","30055","McCone","MITT ROMNEY",745
"16277","30059","Meagher","MITT ROMNEY",670
"16280","30061","Mineral","MITT ROMNEY",1216
"16283","30063","Missoula","MITT ROMNEY",22652
"16286","30065","Musselshell","MITT ROMNEY",1833
"16289","30067","Park","MITT ROMNEY",4709
"16292","30069","Petroleum","MITT ROMNEY",240
"16295","30071","Phillips","MITT ROMNEY",1688
"16298","30073","Pondera","MITT ROMNEY",1673
"16301","30075","Powder River","MITT ROMNEY",833
"16304","30077","Powell","MITT ROMNEY",1806
"16307","30079","Prairie","MITT ROMNEY",520
"16310","30081","Ravalli","MITT ROMNEY",14307
"16313","30083","Richland","MITT ROMNEY",3510
"16316","30085","Roosevelt","MITT ROMNEY",1514
"16319","30087","Rosebud","MITT ROMNEY",2004
"16322","30089","Sanders","MITT ROMNEY",3980
"16325","30091","Sheridan","MITT ROMNEY",1207
"16328","30093","Silver Bow","MITT ROMNEY",5430
"16331","30095","Stillwater","MITT ROMNEY",3337
"16334","30097","Sweet Grass","MITT ROMNEY",1594
"16337","30099","Teton","MITT ROMNEY",2113
"16340","30101","Toole","MITT ROMNEY",1440
"16343","30103","Treasure","MITT ROMNEY",319
"16346","30105","Valley","MITT ROMNEY",2337
"16349","30107","Wheatland","MITT ROMNEY",693
"16352","30109","Wibaux","MITT ROMNEY",421
"16355","30111","Yellowstone","MITT ROMNEY",40500
"16358","37001","Alamance","Romney/Ryan",38170
"16362","37003","Alexander","Romney/Ryan",12253
"16366","37005","Alleghany","Romney/Ryan",3390
"16370","37007","Anson","Romney/Ryan",4166
"16374","37009","Ashe","Romney/Ryan",8242
"16378","37011","Avery","Romney/Ryan",5766
"16382","37013","Beaufort","Romney/Ryan",13977
"16386","37015","Bertie","Romney/Ryan",3387
"16390","37017","Bladen","Romney/Ryan",7748
"16394","37019","Brunswick","Romney/Ryan",34743
"16398","37021","Buncombe","Romney/Ryan",54701
"16402","37023","Burke","Romney/Ryan",22267
"16406","37025","Cabarrus","Romney/Ryan",49557
"16410","37027","Caldwell","Romney/Ryan",23229
"16414","37029","Camden","Romney/Ryan",3109
"16418","37031","Carteret","Romney/Ryan",24775
"16422","37033","Caswell","Romney/Ryan",5594
"16426","37035","Catawba","Romney/Ryan",44538
"16430","37037","Chatham","Romney/Ryan",16665
"16434","37039","Cherokee","Romney/Ryan",9278
"16438","37041","Chowan","Romney/Ryan",3891
"16442","37043","Clay","Romney/Ryan",3973
"16446","37045","Cleveland","Romney/Ryan",25793
"16450","37047","Columbus","Romney/Ryan",12941
"16454","37049","Craven","Romney/Ryan",26928
"16458","37051","Cumberland","Romney/Ryan",50666
"16462","37053","Currituck","Romney/Ryan",7496
"16466","37055","Dare","Romney/Ryan",10248
"16470","37057","Davidson","Romney/Ryan",49383
"16474","37059","Davie","Romney/Ryan",14687
"16478","37061","Duplin","Romney/Ryan",11416
"16482","37063","Durham","Romney/Ryan",33769
"16486","37065","Edgecombe","Romney/Ryan",8546
"16490","37067","Forsyth","Romney/Ryan",79768
"16494","37069","Franklin","Romney/Ryan",14603
"16498","37071","Gaston","Romney/Ryan",56138
"16502","37073","Gates","Romney/Ryan",2564
"16506","37075","Graham","Romney/Ryan",2750
"16510","37077","Granville","Romney/Ryan",12405
"16514","37079","Greene","Romney/Ryan",4411
"16518","37081","Guilford","Romney/Ryan",104789
"16522","37083","Halifax","Romney/Ryan",8763
"16526","37085","Harnett","Romney/Ryan",25565
"16530","37087","Haywood","Romney/Ryan",15633
"16534","37089","Henderson","Romney/Ryan",32994
"16538","37091","Hertford","Romney/Ryan",3007
"16542","37093","Hoke","Romney/Ryan",6819
"16546","37095","Hyde","Romney/Ryan",1193
"16550","37097","Iredell","Romney/Ryan",49299
"16554","37099","Jackson","Romney/Ryan",8254
"16558","37101","Johnston","Romney/Ryan",48427
"16562","37103","Jones","Romney/Ryan",2837
"16566","37105","Lee","Romney/Ryan",13158
"16570","37107","Lenoir","Romney/Ryan",13980
"16574","37109","Lincoln","Romney/Ryan",25267
"16578","37113","Macon","Romney/Ryan",10835
"16582","37115","Madison","Romney/Ryan",5404
"16586","37117","Martin","Romney/Ryan",5995
"16590","37111","McDowell","Romney/Ryan",11775
"16594","37119","Mecklenburg","Romney/Ryan",171668
"16598","37121","Mitchell","Romney/Ryan",5806
"16602","37123","Montgomery","Romney/Ryan",6404
"16606","37125","Moore","Romney/Ryan",29495
"16610","37127","Nash","Romney/Ryan",23842
"16614","37129","New Hanover","Romney/Ryan",53385
"16618","37131","Northampton","Romney/Ryan",3483
"16622","37133","Onslow","Romney/Ryan",32243
"16626","37135","Orange","Romney/Ryan",21539
"16630","37137","Pamlico","Romney/Ryan",4051
"16634","37139","Pasquotank","Romney/Ryan",7633
"16638","37141","Pender","Romney/Ryan",14617
"16642","37143","Perquimans","Romney/Ryan",3822
"16646","37145","Person","Romney/Ryan",10496
"16650","37147","Pitt","Romney/Ryan",36214
"16654","37149","Polk","Romney/Ryan",6236
"16658","37151","Randolph","Romney/Ryan",45160
"16662","37153","Richmond","Romney/Ryan",9332
"16666","37155","Robeson","Romney/Ryan",17510
"16670","37157","Rockingham","Romney/Ryan",25227
"16674","37159","Rowan","Romney/Ryan",38775
"16678","37161","Rutherford","Romney/Ryan",18954
"16682","37163","Sampson","Romney/Ryan",14422
"16686","37165","Scotland","Romney/Ryan",5831
"16690","37167","Stanly","Romney/Ryan",19904
"16694","37169","Stokes","Romney/Ryan",15237
"16698","37171","Surry","Romney/Ryan",19923
"16702","37173","Swain","Romney/Ryan",2976
"16706","37175","Transylvania","Romney/Ryan",9634
"16710","37177","Tyrrell","Romney/Ryan",930
"16714","37179","Union","Romney/Ryan",61107
"16718","37181","Vance","Romney/Ryan",7429
"16722","37183","Wake","Romney/Ryan",211596
"16726","37185","Warren","Romney/Ryan",3140
"16730","37187","Washington","Romney/Ryan",2622
"16734","37189","Watauga","Romney/Ryan",13861
"16738","37191","Wayne","Romney/Ryan",27641
"16742","37193","Wilkes","Romney/Ryan",20515
"16746","37195","Wilson","Romney/Ryan",17954
"16750","37197","Yadkin","Romney/Ryan",12578
"16754","37199","Yancey","Romney/Ryan",5278
"16759","38001","Adams","ROMNEY",918
"16765","38003","Barnes","ROMNEY",2964
"16771","38005","Benson","ROMNEY",868
"16777","38007","Billings","ROMNEY",472
"16783","38009","Bottineau","ROMNEY",2280
"16789","38011","Bowman","ROMNEY",1280
"16795","38013","Burke","ROMNEY",769
"16801","38015","Burleigh","ROMNEY",27951
"16807","38017","Cass","ROMNEY",36855
"16813","38019","Cavalier","ROMNEY",1195
"16819","38021","Dickey","ROMNEY",1610
"16825","38023","Divide","ROMNEY",733
"16831","38025","Dunn","ROMNEY",1506
"16837","38027","Eddy","ROMNEY",634
"16843","38029","Emmons","ROMNEY",1435
"16849","38031","Foster","ROMNEY",1030
"16855","38033","Golden Valley","ROMNEY",742
"16861","38035","Grand Forks","ROMNEY",15060
"16867","38037","Grant","ROMNEY",1025
"16873","38039","Griggs","ROMNEY",771
"16879","38041","Hettinger","ROMNEY",1000
"16885","38043","Kidder","ROMNEY",870
"16891","38045","LaMoure","ROMNEY",1377
"16897","38047","Logan","ROMNEY",810
"16903","38049","McHenry","ROMNEY",1678
"16909","38051","McIntosh","ROMNEY",1035
"16915","38053","McKenzie","ROMNEY",2458
"16921","38055","McLean","ROMNEY",3141
"16927","38057","Mercer","ROMNEY",3152
"16933","38059","Morton","ROMNEY",8680
"16939","38061","Mountrail","ROMNEY",1962
"16945","38063","Nelson","ROMNEY",865
"16951","38065","Oliver","ROMNEY",693
"16957","38067","Pembina","ROMNEY",1899
"16963","38069","Pierce","ROMNEY",1465
"16969","38071","Ramsey","ROMNEY",2665
"16975","38073","Ransom","ROMNEY",1009
"16981","38075","Renville","ROMNEY",851
"16987","38077","Richland","ROMNEY",4229
"16993","38079","Rolette","ROMNEY",1092
"16999","38081","Sargent","ROMNEY",879
"17005","38083","Sheridan","ROMNEY",642
"17011","38085","Sioux","ROMNEY",225
"17017","38087","Slope","ROMNEY",341
"17023","38089","Stark","ROMNEY",8521
"17029","38091","Steele","ROMNEY",498
"17035","38093","Stutsman","ROMNEY",5685
"17041","38095","Towner","ROMNEY",623
"17047","38097","Traill","ROMNEY",1996
"17053","38099","Walsh","ROMNEY",2656
"17059","38101","Ward","ROMNEY",16230
"17065","38103","Wells","ROMNEY",1654
"17071","38105","Williams","ROMNEY",7184
"17077","31001","Adams","Mitt Romney",8316
"17082","31003","Antelope","Mitt Romney",2596
"17087","31005","Arthur","Mitt Romney",227
"17091","31007","Banner","Mitt Romney",346
"17096","31009","Blaine","Mitt Romney",268
"17100","31011","Boone","Mitt Romney",2138
"17105","31013","Box Butte","Mitt Romney",2869
"17110","31015","Boyd","Mitt Romney",873
"17114","31017","Brown","Mitt Romney",1302
"17119","31019","Buffalo","Mitt Romney",13570
"17124","31021","Burt","Mitt Romney",2029
"17129","31023","Butler","Mitt Romney",2738
"17134","31025","Cass","Mitt Romney",7556
"17139","31027","Cedar","Mitt Romney",3278
"17144","31029","Chase","Mitt Romney",1584
"17149","31031","Cherry","Mitt Romney",2557
"17154","31033","Cheyenne","Mitt Romney",3449
"17159","31035","Clay","Mitt Romney",2232
"17164","31037","Colfax","Mitt Romney",2051
"17169","31039","Cuming","Mitt Romney",2876
"17174","31041","Custer","Mitt Romney",4296
"17179","31043","Dakota","Mitt Romney",3094
"17184","31045","Dawes","Mitt Romney",2478
"17189","31047","Dawson","Mitt Romney",5460
"17194","31049","Deuel","Mitt Romney",763
"17199","31051","Dixon","Mitt Romney",1745
"17204","31053","Dodge","Mitt Romney",8995
"17209","31055","Douglas","Mitt Romney",113220
"17214","31057","Dundy","Mitt Romney",792
"17219","31059","Fillmore","Mitt Romney",2007
"17224","31061","Franklin","Mitt Romney",1112
"17229","31063","Frontier","Mitt Romney",1007
"17234","31065","Furnas","Mitt Romney",1782
"17239","31067","Gage","Mitt Romney",5513
"17244","31069","Garden","Mitt Romney",829
"17249","31071","Garfield","Mitt Romney",769
"17254","31073","Gosper","Mitt Romney",734
"17259","31075","Grant","Mitt Romney",322
"17263","31077","Greeley","Mitt Romney",820
"17268","31079","Hall","Mitt Romney",12646
"17273","31081","Hamilton","Mitt Romney",3600
"17278","31083","Harlan","Mitt Romney",1395
"17283","31085","Hayes","Mitt Romney",476
"17287","31087","Hitchcock","Mitt Romney",1178
"17292","31089","Holt","Mitt Romney",3922
"17297","31091","Hooker","Mitt Romney",330
"17302","31093","Howard","Mitt Romney",1890
"17307","31095","Jefferson","Mitt Romney",2166
"17312","31097","Johnson","Mitt Romney",1225
"17317","31099","Kearney","Mitt Romney",2349
"17322","31101","Keith","Mitt Romney",3044
"17327","31103","Keya Paha","Mitt Romney",393
"17332","31105","Kimball","Mitt Romney",1235
"17337","31107","Knox","Mitt Romney",2885
"17342","31109","Lancaster","Mitt Romney",62434
"17347","31111","Lincoln","Mitt Romney",10728
"17352","31113","Logan","Mitt Romney",356
"17356","31115","Loup","Mitt Romney",290
"17360","31119","Madison","Mitt Romney",10062
"17365","31117","McPherson","Mitt Romney",237
"17370","31121","Merrick","Mitt Romney",2490
"17375","31123","Morrill","Mitt Romney",1681
"17380","31125","Nance","Mitt Romney",1106
"17385","31127","Nemaha","Mitt Romney",2012
"17390","31129","Nuckolls","Mitt Romney",1574
"17395","31131","Otoe","Mitt Romney",4258
"17400","31133","Pawnee","Mitt Romney",899
"17405","31135","Perkins","Mitt Romney",1135
"17409","31137","Phelps","Mitt Romney",3400
"17414","31139","Pierce","Mitt Romney",2707
"17419","31141","Platte","Mitt Romney",10061
"17424","31143","Polk","Mitt Romney",1890
"17429","31145","Red Willow","Mitt Romney",3891
"17434","31147","Richardson","Mitt Romney",2443
"17439","31149","Rock","Mitt Romney",672
"17444","31151","Saline","Mitt Romney",2557
"17449","31153","Sarpy","Mitt Romney",43213
"17454","31155","Saunders","Mitt Romney",6770
"17459","31157","Scotts Bluff","Mitt Romney",9648
"17464","31159","Seward","Mitt Romney",5003
"17469","31161","Sheridan","Mitt Romney",2021
"17474","31163","Sherman","Mitt Romney",927
"17479","31165","Sioux","Mitt Romney",624
"17484","31167","Stanton","Mitt Romney",1949
"17489","31169","Thayer","Mitt Romney",1874
"17494","31171","Thomas","Mitt Romney",360
"17498","31173","Thurston","Mitt Romney",939
"17503","31175","Valley","Mitt Romney",1657
"17508","31177","Washington","Mitt Romney",6899
"17513","31179","Wayne","Mitt Romney",2493
"17518","31181","Webster","Mitt Romney",1258
"17523","31183","Wheeler","Mitt Romney",345
"17527","31185","York","Mitt Romney",4874
"17533","33001","Belknap","Romney and Ryan, r",17571
"17540","33003","Carroll","Romney and Ryan, r",14207
"17547","33005","Cheshire","Romney and Ryan, r",15156
"17554","33007","Coos","Romney and Ryan, r",6342
"17561","33009","Grafton","Romney and Ryan, r",18208
"17568","33011","Hillsborough","Romney and Ryan, r",99991
"17575","33013","Merrimack","Romney and Ryan, r",34524
"17582","33015","Rockingham","Romney and Ryan, r",87921
"17589","33017","Strafford","Romney and Ryan, r",26729
"17596","33019","Sullivan","Romney and Ryan, r",9269
"17625","34001","ATLANTIC","MITT ROMNEY",46522
"17626","34003","BERGEN","MITT ROMNEY",169070
"17627","34005","BURLINGTON","MITT ROMNEY",87401
"17628","34007","CAMDEN","MITT ROMNEY",69476
"17629","34009","CAPE MAY","MITT ROMNEY",25781
"17630","34011","CUMBERLAND","MITT ROMNEY",20658
"17631","34013","ESSEX","MITT ROMNEY",64406
"17632","34015","GLOUCESTER","MITT ROMNEY",59456
"17633","34017","HUDSON","MITT ROMNEY",42369
"17634","34019","HUNTERDON","MITT ROMNEY",38687
"17635","34021","MERCER","MITT ROMNEY",47355
"17636","34023","MIDDLESEX","MITT ROMNEY",107310
"17637","34025","MONMOUTH","MITT ROMNEY",147513
"17638","34027","MORRIS","MITT ROMNEY",124947
"17639","34029","OCEAN","MITT ROMNEY",146474
"17640","34031","PASSAIC","MITT ROMNEY",64523
"17641","34033","SALEM","MITT ROMNEY",14334
"17642","34035","SOMERSET","MITT ROMNEY",66603
"17643","34037","SUSSEX","MITT ROMNEY",40625
"17644","34039","UNION","MITT ROMNEY",68314
"17645","34041","WARREN","MITT ROMNEY",25744
"17816","35049","SANTA FE","MITT ROMNEY AND PAUL RYAN",15500
"17822","35001","BERNALILLO","MITT ROMNEY AND PAUL RYAN",106408
"17828","35015","EDDY","MITT ROMNEY AND PAUL RYAN",12583
"17834","35005","CHAVES","MITT ROMNEY AND PAUL RYAN",13088
"17840","35009","CURRY","MITT ROMNEY AND PAUL RYAN",9251
"17846","35025","LEA","MITT ROMNEY AND PAUL RYAN",12548
"17852","35013","DONA ANA","MITT ROMNEY AND PAUL RYAN",27322
"17858","35017","GRANT","MITT ROMNEY AND PAUL RYAN",5358
"17864","35007","COLFAX","MITT ROMNEY AND PAUL RYAN",2699
"17870","35037","QUAY","MITT ROMNEY AND PAUL RYAN",2202
"17876","35041","ROOSEVELT","MITT ROMNEY AND PAUL RYAN",4043
"17882","35047","SAN MIGUEL","MITT ROMNEY AND PAUL RYAN",2303
"17888","35031","MCKINLEY","MITT ROMNEY AND PAUL RYAN",5546
"17894","35061","VALENCIA","MITT ROMNEY AND PAUL RYAN",12825
"17900","35035","OTERO","MITT ROMNEY AND PAUL RYAN",12451
"17906","35045","SAN JUAN","MITT ROMNEY AND PAUL RYAN",28849
"17912","35039","RIO ARRIBA","MITT ROMNEY AND PAUL RYAN",3397
"17918","35059","UNION","MITT ROMNEY AND PAUL RYAN",1236
"17924","35029","LUNA","MITT ROMNEY AND PAUL RYAN",3670
"17930","35055","TAOS","MITT ROMNEY AND PAUL RYAN",2730
"17936","35051","SIERRA","MITT ROMNEY AND PAUL RYAN",2928
"17942","35057","TORRANCE","MITT ROMNEY AND PAUL RYAN",3529
"17948","35023","HIDALGO","MITT ROMNEY AND PAUL RYAN",899
"17954","35019","GUADALUPE","MITT ROMNEY AND PAUL RYAN",557
"17960","35053","SOCORRO","MITT ROMNEY AND PAUL RYAN",2722
"17966","35027","LINCOLN","MITT ROMNEY AND PAUL RYAN",5961
"17972","35011","DE BACA","MITT ROMNEY AND PAUL RYAN",586
"17978","35003","CATRON","MITT ROMNEY AND PAUL RYAN",1494
"17984","35043","SANDOVAL","MITT ROMNEY AND PAUL RYAN",24387
"17990","35033","MORA","MITT ROMNEY AND PAUL RYAN",595
"17996","35021","HARDING","MITT ROMNEY AND PAUL RYAN",327
"18002","35028","LOS ALAMOS","MITT ROMNEY AND PAUL RYAN",4796
"18008","35006","CIBOLA","MITT ROMNEY AND PAUL RYAN",2998
"18017","32510","Carson City","Romney, Mitt",12394
"18022","32001","Churchill","Romney, Mitt",7061
"18027","32003","Clark","Romney, Mitt",289053
"18032","32005","Douglas","Romney, Mitt",16276
"18037","32007","Elko","Romney, Mitt",12014
"18042","32009","Esmeralda","Romney, Mitt",317
"18047","32011","Eureka","Romney, Mitt",663
"18052","32013","Humboldt","Romney, Mitt",3810
"18057","32015","Lander","Romney, Mitt",1580
"18062","32017","Lincoln","Romney, Mitt",1691
"18067","32019","Lyon","Romney, Mitt",13520
"18072","32021","Mineral","Romney, Mitt",1080
"18077","32023","Nye","Romney, Mitt",10566
"18082","32027","Pershing","Romney, Mitt",1167
"18087","32029","Storey","Romney, Mitt",1321
"18092","32031","Washoe","Romney, Mitt",88453
"18097","32033","White Pine","Romney, Mitt",2601
"18101","36001","Albany","Romney/Ryan (REP)",40210
"18102","36001","Albany","Romney/Ryan (CON)",4854
"18109","36003","Allegany","Romney/Ryan (REP)",9377
"18110","36003","Allegany","Romney/Ryan (CON)",1013
"18117","36007","Broome","Romney/Ryan (REP)",34708
"18118","36007","Broome","Romney/Ryan (CON)",2933
"18125","36009","Cattaraugus","Romney/Ryan (REP)",14655
"18126","36009","Cattaraugus","Romney/Ryan (CON)",1914
"18133","36011","Cayuga","Romney/Ryan (REP)",11646
"18134","36011","Cayuga","Romney/Ryan (CON)",1808
"18141","36013","Chautauqua","Romney/Ryan (REP)",24266
"18142","36013","Chautauqua","Romney/Ryan (CON)",3705
"18149","36015","Chemung","Romney/Ryan (REP)",16138
"18150","36015","Chemung","Romney/Ryan (CON)",1474
"18157","36017","Chenango","Romney/Ryan (REP)",8922
"18158","36017","Chenango","Romney/Ryan (CON)",791
"18165","36019","Clinton","Romney/Ryan (REP)",9892
"18166","36019","Clinton","Romney/Ryan (CON)",1223
"18173","36021","Columbia","Romney/Ryan (REP)",10600
"18174","36021","Columbia","Romney/Ryan (CON)",1625
"18181","36023","Cortland","Romney/Ryan (REP)",7859
"18182","36023","Cortland","Romney/Ryan (CON)",836
"18189","36025","Delaware","Romney/Ryan (REP)",9086
"18190","36025","Delaware","Romney/Ryan (CON)",852
"18197","36027","Dutchess","Romney/Ryan (REP)",48264
"18198","36027","Dutchess","Romney/Ryan (CON)",7761
"18205","36029","Erie","Romney/Ryan (REP)",149683
"18206","36029","Erie","Romney/Ryan (CON)",19992
"18213","36031","Essex","Romney/Ryan (REP)",6076
"18214","36031","Essex","Romney/Ryan (CON)",571
"18221","36033","Franklin","Romney/Ryan (REP)",5231
"18222","36033","Franklin","Romney/Ryan (CON)",509
"18229","36035","Fulton","Romney/Ryan (REP)",9830
"18230","36035","Fulton","Romney/Ryan (CON)",984
"18237","36037","Genesee","Romney/Ryan (REP)",12814
"18238","36037","Genesee","Romney/Ryan (CON)",1793
"18245","36039","Greene","Romney/Ryan (REP)",9811
"18246","36039","Greene","Romney/Ryan (CON)",1363
"18253","36041","Hamilton","Romney/Ryan (REP)",1771
"18254","36041","Hamilton","Romney/Ryan (CON)",161
"18260","36043","Herkimer","Romney/Ryan (REP)",12166
"18261","36043","Herkimer","Romney/Ryan (CON)",1116
"18268","36045","Jefferson","Romney/Ryan (REP)",16435
"18269","36045","Jefferson","Romney/Ryan (CON)",1687
"18276","36049","Lewis","Romney/Ryan (REP)",5129
"18277","36049","Lewis","Romney/Ryan (CON)",522
"18284","36051","Livingston","Romney/Ryan (REP)",12641
"18285","36051","Livingston","Romney/Ryan (CON)",1807
"18292","36053","Madison","Romney/Ryan (REP)",12011
"18293","36053","Madison","Romney/Ryan (CON)",1611
"18300","36055","Monroe","Romney/Ryan (REP)",114434
"18301","36055","Monroe","Romney/Ryan (CON)",18928
"18308","36057","Montgomery","Romney/Ryan (REP)",8046
"18309","36057","Montgomery","Romney/Ryan (CON)",1288
"18316","36059","Nassau","Romney/Ryan (REP)",237862
"18317","36059","Nassau","Romney/Ryan (CON)",21446
"18324","36063","Niagara","Romney/Ryan (REP)",38158
"18325","36063","Niagara","Romney/Ryan (CON)",5082
"18332","36065","Oneida","Romney/Ryan (REP)",40532
"18333","36065","Oneida","Romney/Ryan (CON)",3998
"18340","36067","Onondaga","Romney/Ryan (REP)",69357
"18341","36067","Onondaga","Romney/Ryan (CON)",9474
"18348","36069","Ontario","Romney/Ryan (REP)",20919
"18349","36069","Ontario","Romney/Ryan (CON)",2901
"18356","36071","Orange","Romney/Ryan (REP)",58003
"18357","36071","Orange","Romney/Ryan (CON)",7364
"18364","36073","Orleans","Romney/Ryan (REP)",7585
"18365","36073","Orleans","Romney/Ryan (CON)",1009
"18372","36075","Oswego","Romney/Ryan (REP)",17610
"18373","36075","Oswego","Romney/Ryan (CON)",2370
"18380","36077","Otsego","Romney/Ryan (REP)",10451
"18381","36077","Otsego","Romney/Ryan (CON)",1010
"18388","36079","Putnam","Romney/Ryan (REP)",20925
"18389","36079","Putnam","Romney/Ryan (CON)",3158
"18396","36083","Rensselaer","Romney/Ryan (REP)",24903
"18397","36083","Rensselaer","Romney/Ryan (CON)",4210
"18404","36087","Rockland","Romney/Ryan (REP)",51976
"18405","36087","Rockland","Romney/Ryan (CON)",5387
"18412","36091","Saratoga","Romney/Ryan (REP)",44915
"18413","36091","Saratoga","Romney/Ryan (CON)",5467
"18420","36093","Schenectady","Romney/Ryan (REP)",22952
"18421","36093","Schenectady","Romney/Ryan (CON)",3616
"18428","36095","Schoharie","Romney/Ryan (REP)",6497
"18429","36095","Schoharie","Romney/Ryan (CON)",970
"18436","36097","Schuyler","Romney/Ryan (REP)",3798
"18437","36097","Schuyler","Romney/Ryan (CON)",483
"18444","36099","Seneca","Romney/Ryan (REP)",5244
"18445","36099","Seneca","Romney/Ryan (CON)",645
"18452","36089","St. Lawrence","Romney/Ryan (REP)",13543
